Nitrogen,Phosphorus,Potassium,OC,pH,Crop
332.9,59.1,282.9,1.11,7,Dry Chillies
188,26.7,143.6,0.62,6.3,Dry Chillies
153.8,25,115.9,0.54,6.5,Dry Chillies
237.5,41.3,190.2,0.89,6.6,Dry Chillies
160.6,25,109.1,0.53,6.1,Dry Chillies
100,25,128.5,0.68,7.4,Dry Chillies
350,61.7,285.5,1.2,7.1,Dry Chillies
166,34.6,189.4,0.65,6.4,Dry Chillies
252.2,43.5,263.3,0.92,7.3,Dry Chillies
296,56,261.2,1.09,6.8,Dry Chillies
236.6,45.2,233.7,0.9,6.8,Dry Chillies
146.8,26.3,149.8,0.62,6.5,Dry Chillies
294.5,47.5,269.7,1.08,7.4,Dry Chillies
140.5,25.5,100,0.5,6.4,Dry Chillies
325.2,46.2,255.1,1.01,6.3,Dry Chillies
157.3,29.7,110.8,0.56,7.2,Dry Chillies
173.4,41.4,153,0.69,6.7,Dry Chillies
115.8,25,148.4,0.55,7.4,Dry Chillies
220.3,40.7,227.9,0.83,7.3,Dry Chillies
220.2,42.7,170,0.75,6.6,Dry Chillies
266.2,46.9,228.6,0.97,6.6,Dry Chillies
285.5,43.8,296.5,0.99,6.3,Dry Chillies
118.9,26.2,127,0.5,6.3,Dry Chillies
284.2,44.6,274.9,0.97,7.4,Dry Chillies
183.4,26.6,141.8,0.74,6,Dry Chillies
162.2,36.7,129.8,0.79,6.3,Dry Chillies
242.9,50.6,222.6,0.93,6.2,Dry Chillies
119.9,25,100,0.62,7.4,Dry Chillies
218.7,33.3,136.6,0.98,6.3,Mesta
178,24.5,141.6,0.82,5.8,Mesta
211,35.7,170.5,1.03,6.2,Mesta
154.4,30.8,158.5,0.86,6,Mesta
181.5,34.8,144.5,0.84,5.9,Mesta
108.1,17.6,109.7,0.69,6.6,Mesta
247.8,43.8,161.1,1.01,5.9,Mesta
144.7,23.8,126.5,0.66,5.6,Mesta
198.6,30.8,147.4,0.84,6,Mesta
200.3,32.4,143.1,0.89,6.1,Mesta
163.4,29.6,135.8,0.81,5.8,Mesta
168,34.6,148.1,0.78,5.9,Mesta
179.7,32.1,149.9,0.86,6.5,Mesta
168.1,31.7,120.5,0.77,5.7,Mesta
180,30.4,163.9,0.9,6,Mesta
203.6,34.5,134.7,0.94,5.9,Mesta
161.6,25.4,148,0.72,5.9,Mesta
209.7,45.4,183.3,1.08,6.1,Mesta
145.2,29.2,119.4,0.88,6.1,Mesta
172.2,35,110.2,0.74,5.9,Mesta
170.8,29,122,0.71,5.9,Mesta
159.3,25.6,113.2,0.79,5.7,Mesta
245.6,39,186.4,0.98,5.9,Mesta
217.7,32.6,148.3,0.9,6.1,Mesta
201.3,36.4,138,0.8,6.5,Mesta
191.1,40,167.2,0.86,5.9,Mesta
240.2,35.8,163,1.05,5.4,Mesta
198.3,39.3,163.3,0.99,5.6,Mesta
164.8,37.5,146.8,0.89,6.6,Mesta
180.1,25.3,124.3,0.79,5.5,Mesta
140.9,29.8,113.3,0.74,6.4,Mesta
138.5,29.7,116.9,0.77,5.7,Mesta
158.4,26.1,122.4,0.82,5.8,Mesta
248.3,48.6,195.7,1.04,5.8,Mesta
186.5,35.4,146.2,0.77,6,Mesta
215.7,35.8,153.1,1.01,5.7,Mesta
191.9,26.2,126.4,0.88,5.6,Mesta
224.1,37.4,159,1,5.8,Mesta
150.7,24.9,137.8,0.75,5.6,Mesta
141.8,29.4,117.4,0.66,6.1,Mesta
163.4,36,167.4,0.9,5.8,Mesta
178.5,33.3,142.1,0.82,5.7,Mesta
203.8,37.6,151.7,0.89,6.3,Mesta
186.6,28.7,130.1,0.79,5.7,Mesta
183.2,27.5,139.3,0.88,5.5,Mesta
206,32.8,139.7,0.92,6.2,Mesta
146,31,110.5,0.76,6.3,Mesta
143.4,24.1,120.7,0.64,6.1,Mesta
113,26.5,108.4,0.56,6,Mesta
194.4,26.3,140.5,0.83,5.6,Mesta
168.1,30.8,134,0.85,5.8,Mesta
153.6,29.3,124.3,0.76,6,Mesta
202.3,32.1,155.2,0.91,6.4,Mesta
184.5,28.6,139.1,0.83,5.9,Mesta
212.6,36.4,144.4,0.88,6,Mesta
186.7,31.8,155,0.86,6.2,Mesta
187.1,29,133.9,0.86,6.2,Mesta
130.9,22.9,109.8,0.77,5.5,Mesta
233,42,153.5,0.99,5.8,Mesta
222.2,34.5,153.3,0.99,6.3,Mesta
188.4,34.4,169,0.92,6.1,Mesta
128.2,25.2,126.1,0.73,5.8,Mesta
176.9,34.4,128.7,0.9,5.7,Mesta
182.5,34.8,156.1,0.89,5.7,Mesta
166.9,25.5,169.3,0.9,6.5,Mesta
187.2,30.9,140.7,0.91,6.2,Mesta
137.1,19.8,112.4,0.68,5.8,Mesta
228.6,32.2,154.8,1.07,5.9,Mesta
133.2,20.4,106.3,0.77,6,Mesta
237.8,40,172.4,1,5.5,Mesta
130.3,29.8,100.2,0.79,5.7,Mesta
190.8,36,155.2,0.98,6.1,Mesta
177.7,30.9,170.7,0.9,5.9,Mesta
148.1,29.1,114.4,0.85,5.9,Mesta
221.4,35.3,139.8,0.97,5.7,Mesta
174.8,34.7,167,0.9,5.7,Mesta
192.2,30.1,157.5,0.94,6.3,Mesta
200.7,29.7,144.6,0.83,5.5,Mesta
223.4,38.1,163.6,0.96,5.7,Mesta
137.8,20.4,132.2,0.81,6.2,Mesta
148.7,25.6,116.1,0.82,6.3,Mesta
218.5,37.4,175.2,1.01,6.5,Mesta
182.5,35.4,132.7,0.83,6.3,Mesta
185.9,29.5,152.9,0.89,5.5,Mesta
163.6,29.5,148.2,0.88,5.8,Mesta
195.2,35.9,152.7,0.95,5.9,Mesta
156.1,32,163.7,0.78,6,Mesta
183.3,30.2,148.9,0.86,5.9,Mesta
174.8,34.1,115.4,0.71,6.1,Mesta
161.7,33,140.4,0.87,6,Mesta
139.6,28,135.1,0.73,5.7,Mesta
156.5,27.7,138.3,0.71,6.4,Mesta
167.8,28.5,129.9,0.77,6.5,Mesta
174.5,40.2,149.9,0.82,5.8,Mesta
167.6,24.1,154,0.78,5.6,Mesta
203.4,34.8,159.4,0.85,5.8,Mesta
181.3,32.1,121.7,0.86,6.1,Mesta
175,27.4,151.9,0.9,6.4,Mesta
205.5,34.6,146.6,0.98,5.7,Mesta
133.1,26.5,125.4,0.72,5.9,Mesta
161,28.8,122.8,0.75,5.4,Mesta
98,17.1,80,0.56,6,Mesta
121.4,18.8,91.4,0.64,5.6,Mesta
196.8,28.2,135.1,0.85,6.1,Mesta
161,24.2,120.2,0.86,6.3,Mesta
159.3,28.4,150.7,0.73,6.3,Mesta
111.7,20.1,93,0.55,6.2,Mesta
150.3,28.6,126.9,0.79,6,Mesta
110.9,16,116.9,0.58,5.4,Mesta
251.6,36.7,173.8,1.2,6.7,Mesta
231.9,39.6,180.3,0.9,6.1,Mesta
238.7,35.2,180.5,1.07,5.6,Mesta
192.8,29.4,132.2,0.72,6.4,Mesta
161.6,21.6,116.3,0.76,6.4,Mesta
149.7,20.5,137.4,0.8,5.5,Mesta
275.6,40.1,195.4,1.13,5.6,Mesta
129.7,25.6,106.3,0.76,6.2,Mesta
218.2,43.4,140,1.1,6.3,Mesta
231.6,35.8,179.2,1.06,5.8,Mesta
91.5,15,84.5,0.5,5.7,Mesta
148.5,23.6,136.5,0.69,6,Mesta
108.2,18.8,91.6,0.55,5.4,Mesta
177.1,30.7,133.5,0.86,5.6,Mesta
193.2,29.9,151.7,0.85,6.5,Mesta
168.9,23.3,104.6,0.7,5.5,Mesta
182.7,32.2,148.9,0.93,6.5,Mesta
233.4,39.2,174,1.02,5.8,Mesta
160.1,31.7,129.7,0.67,6.2,Mesta
142.6,23.5,118.7,0.77,5.7,Mesta
202.5,36.1,150.1,0.95,6.4,Mesta
243.4,47.1,166.1,1.12,6,Mesta
261.2,39.5,194.3,1.04,6.7,Mesta
262.6,47.2,176.1,1.15,6,Mesta
156.6,25,123.8,0.71,6.4,Mesta
133.1,24.1,118.3,0.66,5.8,Mesta
144.1,22.5,108.1,0.62,6,Mesta
235.6,42.4,186.4,1.07,5.5,Mesta
212.9,35.9,171.2,0.91,5.7,Mesta
165.1,32.1,119.5,0.86,6,Mesta
129.7,25.5,118.1,0.69,6.3,Mesta
255.6,45.8,187.1,0.97,6.5,Mesta
274,47.6,200,1.08,5.9,Mesta
169.3,28.6,151.2,0.83,6.8,Mesta
234.2,43.4,154.1,1,6.2,Mesta
103.8,17.9,92.9,0.64,6.3,Mesta
121.4,29.8,128.2,0.64,6.6,Mesta
117.2,22.6,117.1,0.62,5.8,Mesta
250.8,37.1,194.2,1.02,6.6,Mesta
198.5,36.7,167.1,0.92,5.4,Mesta
191.8,33.6,120.6,0.83,5.8,Mesta
194.6,31.5,155.5,0.87,6.4,Mesta
249.2,41.9,179.3,1.04,6.2,Mesta
264.7,40.2,174.5,1.03,6.3,Mesta
167.4,34.7,122.2,0.77,5.8,Mesta
136.3,21.8,118.5,0.73,6.2,Mesta
183.5,34.1,166.5,0.89,6.6,Mesta
245.6,42.7,187,1.01,5.2,Mesta
243.7,40.7,171.7,1.13,6.5,Mesta
150.6,22.5,130.4,0.75,5.5,Mesta
187.5,33.3,163.2,1.02,5.6,Mesta
124.6,22.8,119.1,0.54,6.2,Mesta
163.2,32.1,138.3,0.84,6,Mesta
264.8,41.5,172.6,1.07,5.7,Mesta
221.6,37.7,166.9,1.01,6.1,Mesta
205.6,35.1,123.3,0.89,6.3,Mesta
221.2,39.8,159.4,1.04,6.2,Mesta
107.5,15,105,0.67,5.8,Mesta
100,17.2,91.6,0.56,6.3,Mesta
120.9,16.4,108.3,0.63,6.6,Mesta
122,20.6,93.4,0.56,6.5,Mesta
194.4,28.2,161.7,0.92,5.6,Mesta
146.8,22.3,125.4,0.74,6.3,Mesta
161.8,20.1,102.3,0.75,6.8,Mesta
235.5,38.6,157.7,1.04,5.8,Mesta
172,27.1,126.7,0.66,5.2,Mesta
199.2,38.6,152.5,0.95,5.9,Mesta
256.8,45.6,187.7,1.14,5.4,Mesta
132.6,20.4,98.6,0.7,5.2,Mesta
190.7,36.4,148.1,0.99,5.5,Mesta
239.4,41.8,198.7,1.03,6.2,Mesta
145,21.1,116.9,0.7,6.1,Mesta
167,34,168.4,0.94,6.4,Mesta
211.4,39.1,157.3,1.09,5.5,Mesta
189.2,27.7,116.3,0.77,6,Mesta
173.8,36.8,151.5,0.81,6.1,Mesta
191.8,25.6,154.7,0.94,6.6,Mesta
280,46.1,186.5,1.06,6.2,Mesta
162,24.3,131,0.85,5.6,Mesta
204.3,38.2,135.7,0.85,6.3,Mesta
137.5,24.6,104.1,0.73,6.2,Mesta
205.8,40.6,159.4,0.99,5.6,Mesta
148.9,36.8,139.9,0.69,6.1,Mesta
158,20.1,151.5,0.71,5.2,Mesta
115.3,20.1,113.7,0.55,6.5,Mesta
167.2,30.4,150.4,0.85,6,Mesta
211,33.3,149.7,0.95,6.1,Mesta
213.3,40,171.1,1.04,6,Mesta
194.6,32.5,133.3,0.98,5.2,Mesta
106.2,19.2,110.9,0.5,5.7,Mesta
167.9,28.8,122.6,0.87,6.4,Mesta
226.8,39.1,175,1.03,6,Mesta
263,38.9,177.5,1.13,5.6,Mesta
177,23.7,130.4,0.86,5.5,Mesta
163.5,24.7,130.1,0.81,5.5,Mesta
218,35,148.5,1.03,5.7,Mesta
151.8,19.7,109.6,0.73,5.9,Mesta
140.4,17.7,108.8,0.64,6.2,Mesta
94.9,17.8,80,0.54,6.1,Mesta
206.7,29.8,170.4,0.88,5.6,Mesta
159.2,23.4,154.1,0.72,5.9,Mesta
133,15,116.9,0.65,6.2,Mesta
205.5,35.6,139.2,0.97,5.8,Mesta
141.8,25.7,113.6,0.73,5.3,Mesta
218,40.7,165.1,0.99,5.9,Mesta
232.9,36.1,166.8,1.02,5.7,Mesta
211.5,32.9,157.8,0.99,5.7,Mesta
182.4,30.4,173.3,0.8,5.1,Mesta
116.7,18.7,98.8,0.6,5.9,Mesta
226.6,35.6,162.1,1.06,5.6,Mesta
198.5,26.5,117.6,0.86,6.1,Mesta
145.2,24.9,111.7,0.73,6,Mesta
228.8,38.7,181,1.06,6.3,Mesta
223.4,44.5,173.2,1.04,6.1,Mesta
202.9,30.7,150.4,0.87,6.3,Mesta
229.1,42.3,161.3,1.03,5.8,Mesta
165.9,24.1,105.3,0.79,5.5,Mesta
176.7,32.9,148.8,0.83,5.5,Mesta
159.2,20.6,147.7,0.82,5.6,Mesta
180.8,29.7,135,0.81,6.4,Mesta
232.5,38.1,150.5,0.98,6.2,Mesta
116.7,15.5,124.7,0.56,5.7,Mesta
230.9,40.2,179.6,1.07,6.4,Mesta
127.4,15,105.8,0.62,5.7,Mesta
178.7,32.9,132.1,0.85,6.4,Mesta
164.5,24,127,0.75,5.2,Mesta
106.3,16.3,87.5,0.7,6.5,Mesta
122.2,18.2,130.8,0.71,5.6,Mesta
146.5,18,131.5,0.77,5.3,Mesta
208,37.6,168.8,0.99,6.2,Mesta
219.5,43.2,188.3,1.01,5.4,Mesta
131.5,20.6,104.2,0.74,5.8,Mesta
148.1,19.1,108.5,0.73,6.2,Mesta
124.8,23.7,114.5,0.62,6.3,Mesta
169.1,24,130.4,0.81,6.7,Mesta
157.9,24.1,103.6,0.88,5.5,Mesta
229.9,43.6,171.6,1.02,5.7,Mesta
80,15,80.1,0.5,5.9,Mesta
203.6,39,179.5,1,6.4,Mesta
168.9,27.7,140.4,0.98,6.1,Mesta
165.9,28.8,154.8,0.9,6.3,Mesta
169.2,31.5,125.2,0.75,5.8,Mesta
196.3,30.5,154.5,0.98,5.8,Mesta
203.6,32.5,145.1,0.85,6,Mesta
126.4,25.9,110.7,0.72,6.3,Mesta
154.6,30.6,129.4,0.72,6.3,Mesta
168.6,33.9,129.2,0.9,6.1,Mesta
129.5,33.7,115.4,0.73,6,Mesta
80,15,80,0.63,6.3,Mesta
150.5,24.6,137,0.9,6.4,Mesta
193.9,31.9,159.9,0.81,6.3,Mesta
268.3,40.8,184.8,1.2,6.1,Mesta
159.6,28.6,130.3,0.89,5.9,Mesta
155.5,23.6,119.7,0.7,5.4,Mesta
200.9,33,183.6,0.94,5.4,Mesta
128.5,20.9,99.2,0.73,6,Mesta
185.6,30.6,142.3,0.83,6,Mesta
165.9,30.9,152.9,0.82,6.1,Mesta
208.5,34,155.9,0.92,6.9,Mesta
189.7,28.3,160.9,0.94,6.2,Mesta
210.7,34.3,151.9,0.92,6.7,Mesta
139.9,24,129.3,0.78,5.4,Mesta
100.1,23.1,84.3,0.58,5.9,Mesta
139.6,23,112.5,0.65,5.4,Mesta
96.6,18.9,91.5,0.67,6.3,Mesta
149.4,23.1,134.4,0.73,5.4,Mesta
206.1,34.5,156.1,0.93,5.4,Mesta
165.9,27.9,131.5,0.72,5.5,Mesta
221.9,40.6,186.5,1.01,6.1,Mesta
228.5,38.6,154.1,1.03,5.9,Mesta
166.8,28.3,117.6,0.79,5.5,Mesta
209.7,38.1,153.1,0.92,6.5,Mesta
201,38.5,173.1,0.95,5.9,Mesta
205.9,35.5,159.3,0.83,6.2,Mesta
153.9,31.5,133.9,0.86,6.5,Mesta
144.5,19.6,123.7,0.65,6.8,Mesta
278.9,50,200,1.19,6.2,Mesta
174,25.1,130.3,0.93,5.2,Mesta
147.7,20.5,109.5,0.74,6.1,Mesta
118.5,21.9,103.2,0.75,6.9,Mesta
96.6,19.2,80,0.62,6.5,Mesta
182.5,28.1,141.9,0.75,6.3,Mesta
259.5,44,200,1.17,6.6,Mesta
180.5,27.4,117.4,0.85,5.4,Mesta
100.2,15,109.3,0.63,6.7,Mesta
203.2,32.1,134.9,0.94,6.7,Mesta
199.2,41.9,162.6,1.04,6.2,Mesta
173,34.4,135.1,0.98,6.1,Mesta
156.8,19.7,99.5,0.8,5.2,Mesta
166.2,25.5,148.1,0.78,6.8,Mesta
250.2,44,176,1.2,6.5,Mesta
173,22.7,138.6,0.72,5.3,Mesta
224.1,40.6,181,1.1,6.3,Mesta
124.3,20.8,113.6,0.53,5.6,Mesta
228.7,42.4,183,1.05,6.3,Mesta
159.6,18.2,134,0.8,6.6,Mesta
124.6,25.7,114.5,0.76,6.8,Mesta
126.1,23.1,95.1,0.69,6.2,Mesta
199.6,27.7,147.9,0.78,6.1,Mesta
208.4,34.9,158.6,0.89,6.2,Mesta
209.3,29.6,160.7,0.96,5.4,Mesta
169.9,36.5,164.9,0.85,5.8,Mesta
218.9,44.8,166.9,1.06,6.5,Mesta
148.9,27.2,120,0.73,5.9,Mesta
232.6,42.1,149.3,1.03,5.9,Mesta
89.6,18.4,92,0.64,6.1,Mesta
208.2,35.7,154.4,0.99,5.6,Mesta
238,39.2,169.6,0.94,6.3,Mesta
151.8,28.5,136.5,0.77,5.9,Mesta
219.4,35.2,153.1,1.03,5.7,Mesta
167.1,26.1,129.4,0.74,5.3,Mesta
191.8,37.4,159.5,0.99,5.4,Mesta
221.3,36.5,186.6,1.05,5.9,Mesta
187.9,36.7,159.7,0.93,6.2,Mesta
137.4,24.1,114.4,0.66,6.6,Mesta
175.6,37.3,157.6,0.94,6.3,Mesta
262.4,42.8,166.1,1.03,5.6,Mesta
172.5,29.1,143,0.9,6.4,Mesta
126.3,18,119.9,0.64,6.3,Mesta
210.1,31.3,179.6,0.97,6.4,Mesta
121.8,15,88.7,0.58,5.3,Mesta
193.5,37,166.9,0.91,6.1,Mesta
190.5,32.4,127.9,0.94,5.9,Mesta
155.3,27.3,127.2,0.75,5.8,Mesta
218.1,37.3,153.3,0.95,5.2,Mesta
162.2,25.9,143.8,0.82,6.3,Mesta
82,23.1,111.1,0.57,5.7,Mesta
155,32.7,148.2,0.72,5.7,Mesta
174.1,28.4,148,0.9,6.7,Mesta
185.6,33.3,163.6,0.93,6.5,Mesta
123.1,19.5,101.1,0.65,5.1,Mesta
153.5,29.7,126.1,0.85,5.3,Mesta
216.8,34.7,172,1.01,6.8,Mesta
231.8,34.3,169,1.03,6.3,Mesta
164.1,27.1,146.9,0.83,6.6,Mesta
185.4,29.1,153.5,0.82,6.2,Mesta
142.2,26,136.9,0.83,5.9,Mesta
132,22.5,129.6,0.71,6.7,Mesta
156,30.6,140.9,0.67,6.1,Mesta
155.2,25.6,113.3,0.61,6.3,Mesta
154,25,140.9,0.73,5.8,Mesta
177.4,22.7,90.5,0.7,6.7,Mesta
82.1,15,80,0.51,5.7,Mesta
261.9,41.3,164.2,1.12,5.6,Mesta
117.2,15.7,106.9,0.57,5.1,Mesta
252.7,36.7,150.3,1.05,6.3,Mesta
217.6,36,155,1.04,5.5,Mesta
150,26.4,119.5,0.86,6.2,Mesta
90.5,15.6,110.4,0.61,6.4,Mesta
280,38,193.3,1.13,6.5,Mesta
130.5,21.5,117.8,0.66,5.9,Mesta
168,32.1,134.9,0.77,6.2,Mesta
252.8,43.4,193.8,1.11,6.4,Mesta
252.5,39.7,199,1.17,5.4,Mesta
204.4,35.2,145.1,0.89,5.7,Mesta
180.2,28.1,123.2,0.78,6.5,Mesta
200.4,30.9,168,0.99,5.6,Mesta
212,28.2,182.3,0.96,7,Mesta
204.6,42.2,178.1,1.08,5.5,Mesta
241.9,39.8,143,1.05,5.9,Mesta
155.9,25,103.2,0.75,5.6,Mesta
186.1,32.4,139.1,0.92,6.5,Mesta
263.6,39.3,200,1.1,5.5,Mesta
231.6,36.2,171.3,1.02,6.8,Mesta
193,34.2,138.6,0.84,5.5,Mesta
223.4,38.7,159.5,1.1,5.1,Mesta
123.6,15,95.5,0.66,6.6,Mesta
216,34.5,191.5,0.92,6.6,Mesta
157.9,33.6,131.7,0.84,5.4,Mesta
100.4,17.6,83.7,0.6,5.5,Mesta
180.4,28.1,156.9,0.83,6.8,Mesta
205.1,27.4,163.6,0.87,6.7,Mesta
137.4,26.5,125.1,0.67,6.3,Mesta
169.2,23.9,130.1,0.78,6.4,Mesta
243.4,35.3,200,1.12,5.5,Mesta
144.1,21.2,125.8,0.78,6,Mesta
271.9,48.7,200,1.17,5.6,Mesta
80,15,90.7,0.5,6.7,Mesta
108.6,15,80,0.57,5.1,Mesta
240.1,37.7,169.4,1.07,6.8,Mesta
125.4,15,85.8,0.61,5.2,Mesta
160.1,28.9,151.9,0.81,5.8,Mesta
115.3,20.3,118.1,0.62,5.4,Mesta
250.1,46.2,178.7,1.16,5.8,Mesta
112.8,18.8,106.5,0.62,6.5,Mesta
128,16.8,107.8,0.74,6.7,Mesta
259.6,41.9,200,1.12,6.7,Mesta
119.1,23.8,122.4,0.74,5.7,Mesta
80,15,80,0.6,5.2,Mesta
117.8,17.4,80,0.58,5.3,Mesta
245.3,47.3,200,0.92,5.9,Mesta
210.8,35.9,186.4,1.13,6.6,Mesta
175.1,19.2,129.6,0.76,5,Mesta
179.5,29.7,124.4,0.88,5.4,Mesta
81.7,17.6,80,0.52,5.8,Mesta
200.3,33.6,149.7,0.96,5.1,Mesta
273,45.2,193.1,1.15,5.8,Mesta
163.3,24.1,111.5,0.73,5.2,Mesta
262.9,41.6,183.6,1.06,6.4,Mesta
176.5,26.8,126.5,0.67,6.7,Mesta
123.2,16.4,116.3,0.68,6.7,Mesta
105.3,15,106.5,0.55,5.6,Mesta
98.7,19.3,80,0.74,5.8,Mesta
271.3,41.1,193.5,1.08,6.8,Mesta
258.3,38.9,200,1.1,6.8,Mesta
258.1,46.9,172.1,1.14,6.3,Mesta
180.1,29.5,140.2,0.81,5.6,Mesta
264.8,46.6,192.1,1.19,6.2,Mesta
126.8,19.5,123.3,0.7,5.3,Mesta
130.5,27.7,139.9,0.71,5.8,Mesta
223.6,33.2,146.7,0.96,6.9,Mesta
99.5,15,93.4,0.54,5.6,Mesta
92.8,15,88.6,0.63,5.2,Mesta
148.2,21.9,102.3,0.76,6.2,Mesta
211.9,36.5,138.7,0.9,5.9,Mesta
82,15,91.5,0.51,5.4,Mesta
173.8,32,142,0.86,6.7,Mesta
256.9,50,171,1.18,6.6,Mesta
227.1,36.6,162,1.01,5.2,Mesta
261,49.4,200,1.14,6.2,Mesta
94.9,21.4,80,0.52,5.6,Mesta
135.5,21.3,103.6,0.65,5.7,Mesta
253.6,40,174.2,0.99,6.6,Mesta
227.7,36.1,175.8,0.97,5.8,Mesta
223.9,40,174.4,1.02,6.5,Mesta
126.1,24.6,129,0.78,6.8,Mesta
254.6,39.4,185.6,1.16,6.1,Mesta
265,48.1,197.7,1.2,5.8,Mesta
179.6,25.6,136.7,0.87,5.1,Mesta
212.9,34.3,159.5,0.86,5.7,Mesta
195.8,32.4,154.2,0.92,6.2,Mesta
209.6,38.3,126.4,0.93,5.7,Mesta
213.9,35.3,183.9,1.11,5.2,Mesta
261.4,46.7,186,1.1,6.1,Mesta
152.7,20.6,128.4,0.68,5.5,Mesta
244.1,49.4,183,1.18,6.3,Mesta
107.9,17.9,119.8,0.53,6.3,Mesta
201.1,25.2,149.8,0.9,7,Mesta
173.4,23.6,155.8,0.86,5.1,Mesta
249.2,44.3,196.1,1.1,5.4,Mesta
141.8,17.8,124.3,0.75,6.8,Mesta
266.5,42,200,1.17,5.6,Mesta
135.6,15,131,0.69,6.9,Mesta
269.6,47.8,181.1,1.19,5.1,Mesta
209.7,29.7,153.6,1.01,6.8,Mesta
121.2,22.6,107.2,0.62,5.7,Mesta
130.7,24.5,122.1,0.61,6.7,Mesta
191.6,28.3,153.8,0.98,6.9,Mesta
261.5,37.4,159.6,1.06,5.4,Mesta
249.9,42.7,183.6,1.11,5.7,Mesta
180.9,30.4,132.5,0.75,6.6,Mesta
119.6,22.2,105.7,0.68,6.6,Mesta
150.8,16.3,102.7,0.75,5.3,Mesta
265.6,41,190.6,1.2,6.2,Mesta
207.1,24.1,131.7,0.9,5.3,Mesta
153.2,27.5,126.8,0.85,6.6,Mesta
216.3,30.2,133.4,0.93,7,Mesta
221.8,32.6,161.4,1.03,6.8,Mesta
264.8,42.7,188.8,1.11,5.7,Mesta
257.8,43.5,181.5,1.1,5.9,Mesta
228.8,32.8,136.5,0.98,6.5,Mesta
255.1,43.7,170.2,1.09,6,Mesta
128.5,17.5,84.9,0.6,5.2,Mesta
98,15.7,88.4,0.51,6.3,Mesta
179.7,29.3,146.8,0.86,6,Mesta
258.5,35.3,177.1,1.05,6.8,Mesta
152,24.6,123.6,0.69,5.5,Mesta
196.7,32.3,152.6,0.97,5.5,Mesta
237.6,39.1,151.1,1,5.3,Mesta
137.6,23.5,106.4,0.66,5.4,Mesta
112.5,16.6,87.2,0.59,5.3,Mesta
181.7,37.7,128.2,0.94,6.5,Mesta
250,45.3,182,1.09,5.3,Mesta
218.9,37.6,169.8,1.02,5.5,Mesta
163.1,20.2,115.8,0.83,6.9,Mesta
141.4,23.9,124.7,0.78,5.4,Mesta
100.5,18.8,108,0.61,5.7,Mesta
254.5,41.5,188.3,1.12,5.1,Mesta
244.5,37.7,172.4,1.11,5.3,Mesta
223.4,46.6,183.2,1.04,5.7,Mesta
203.5,32.1,149.7,0.89,5,Mesta
183.8,26.8,125.9,0.84,6.7,Mesta
249.4,40.2,197,1.11,6.9,Mesta
169,26,105.9,0.71,6.4,Mesta
203,34.6,152.7,0.98,6.3,Mesta
107.7,22.3,96.8,0.61,5.6,Mesta
196,24.9,160.3,0.98,6.8,Mesta
153.5,31.8,157.9,0.67,6,Mesta
145.4,22,136.8,0.73,6.5,Mesta
264.1,40.7,200,1.2,6.8,Mesta
185.1,36.1,131,0.92,6.5,Mesta
205.3,34.8,155.7,0.97,6.2,Sannhamp
244.4,35.5,167.7,1.06,6,Sannhamp
174.8,32.9,138.7,0.89,6.9,Sannhamp
201.8,32.4,161.8,0.92,6.7,Sannhamp
133.3,21.9,112.4,0.66,6.4,Sannhamp
199.8,35.1,153.4,0.85,6.4,Sannhamp
141.1,34.2,127.8,0.75,6.5,Sannhamp
141,23,136.7,0.8,6,Sannhamp
147,26.3,117.7,0.82,6.5,Sannhamp
208.8,34.8,170.5,0.99,7,Sannhamp
182.2,28.2,154.2,0.92,6.9,Sannhamp
144.9,22.6,96.6,0.69,6.9,Sannhamp
179.3,26.4,134.4,0.88,6.3,Sannhamp
237.9,37.2,169.8,1,6.3,Sannhamp
218,35.8,162.9,0.91,6.5,Sannhamp
197.2,32.5,169.6,0.97,7.2,Sannhamp
232.7,44.3,169.5,1.11,6.3,Sannhamp
135.1,27.8,113.7,0.76,6.7,Sannhamp
207.3,40.2,150.3,0.95,6.4,Sannhamp
202.9,35,139.6,0.93,6.5,Sannhamp
155,26.1,129.8,0.76,6.7,Sannhamp
174.7,32.7,134.7,0.88,6.1,Sannhamp
190,37.4,147.4,0.93,6.5,Sannhamp
128.9,15.5,115.4,0.71,6.4,Sannhamp
145.7,18.2,123.4,0.75,7,Sannhamp
144.6,29.6,109.4,0.64,6.9,Sannhamp
215.6,37.5,144.6,1.02,6.2,Sannhamp
226.8,32.7,164.9,0.92,5.9,Sannhamp
189.7,39.7,172.5,0.88,6.7,Sannhamp
229.6,40.3,160.1,0.96,6.1,Sannhamp
179.7,32.8,126,0.81,6.4,Sannhamp
199.3,40.5,168.4,1.03,6.6,Sannhamp
177.4,33.7,128.2,0.82,6.3,Sannhamp
169.1,27.2,132.5,0.8,6.9,Sannhamp
167.1,27.9,150.1,0.86,6,Sannhamp
207.2,35.5,151.7,0.9,6.8,Sannhamp
253.6,42.6,200,1.18,6.7,Sannhamp
204,41.6,143.1,0.91,6.6,Sannhamp
218,40.1,181.9,0.93,6.5,Sannhamp
150.3,31.8,117,0.87,6.5,Sannhamp
194.6,32.7,141.9,0.92,6.9,Sannhamp
202.3,37.3,149.8,0.85,7,Sannhamp
180.7,23.6,132.1,1,6.9,Sannhamp
164.1,27.1,140.5,0.81,6.5,Sannhamp
217.4,36.5,173.8,0.99,6.5,Sannhamp
